title,funders
Quantifying the Impact of Data Sharing on Outbreak Dynamics (QIDSOD),University of Virginia
User-Friendly Data-Sharing Practices for Fostering Collaboration within a Research Network: Roles of a Vanguard Center for a Community-Based Study,NCATS NIH HHS| NCATS NIH HHS| NIA NIH HHS| NIA NIH HHS| NIMHD NIH HHS| NIMHD NIH HHS
Predictors of clinical trial data sharing: exploratory analysis of a cross-sectional survey.,NIA NIH HHS| NHLBI NIH HHS| NHLBI NIH HHS
Improved spatial ecological sampling using open data and standardization: an example from malaria mosquito surveillance,Medical Research Council
DG.O - Agile production of high quality open data,Horizon 2020
Current practices and infrastructure for open data based research on occupant-centric design and operation of buildings,Australian Research Council| Energistyrelsen| National Science Foundation| Natural Sciences and Engineering Research Council of Canada
Framework for Prioritization of Open Data Publication: An Application to Smart Cities,Ministerio de Econom&#x00ED;a e Innovaci&#x00F3;n| Ministerio de Econom&#x00ED;a e Innovaci&#x00F3;n| POCTEP 4IE| Consejer&#x00ED;a de Econom&#x00ED;a e Infraestructuras/Junta de Extremadura (Spain) - European Regional Development Fund| Consejer&#x00ED;a de Econom&#x00ED;a e Infraestructuras/Junta de Extremadura (Spain) - European Regional Development Fund
A Data Sharing Scheme for GDPR-Compliance Based on Consortium Blockchain,National Key Research and Development Program of China| Fundamental Research Funds for the Central Universities
MedShare: A Privacy-Preserving Medical Data Sharing System by Using Blockchain,Innovation and Technology Commission of Hong Kong under ITF Project| Research Grants Council of Hong Kong under GRF projects CityU| Research Grants Council of Hong Kong under GRF projects CityU| Research Grants Council of Hong Kong under GRF projects CityU| Research Grants Council of Hong Kong under GRF projects CityU| NationalKeyRDProgramofChina| Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China| Shenzhen Municipality Science and Technology Innovation Commission
Data Combination for Problem-Solving: A Case of an Open Data Exchange Platform,Japan Society for the Promotion of Science| Artificial Intelligence Research Promotion Foundation
Development of State Spatial Data Infrastructure (SSDI): Indian Experience,Indian Institute of Technology Bombay
A Distributed Publisher-Driven Secure Data Sharing Scheme for Information-Centric IoT,Japan Society for the Promotion of Science Grant-in-Aid for Young Scientists
A Secure Flexible and Tampering-Resistant Data Sharing System for Vehicular Social Networks,National Cryptography Development Fund| International Scientific and Technological Innovation Cooperation
DG.O - Open Data Portals Development in City Councils. An Empirical Analysis based on Structural Factors in Spain,Spanish Ministry of Science and Innovation
High-quality science requires high-quality open data infrastructure,Biotechnology and Biological Sciences Research Council
DG.O - An instrument for evaluating open data portals: a case study in Brazilian cities,CAPES Brazilian Ministry of Education
A Threshold Proxy Re-Encryption Scheme for Secure IoT Data Sharing Based on Blockchain,National Key Research and Development Program of China
RSU-Assisted Adaptive Scheduling for Vehicle-to-Vehicle Data Sharing in Bidirectional Road Scenarios,National Natural Science Foundation of China| Daegu Gyeongbuk Institute of Science and Technology (DGIST) Research and Development Program of the Ministry of Science and ICT| Venture and Innovation Support Program for Chongqing Overseas Returnees| Global Research Laboratory Program
Forward and backward secure fuzzy encryption for data sharing in cloud computing,the National Nature Science Foundation of China
Trust in open data applications through transparency,German Society for Online Research
Global Data Sharing in Alzheimer Disease Research.,NIBIB NIH HHS| NIA NIH HHS| NIBIB NIH HHS
ICDM (Workshops) - TrustedChain: A Blockchain-based Data Sharing Scheme for Supply Chain,National Natural Science Foundation of China| Natural Science Foundation of Guangdong Province
GCCE - Approach of a Japanese Co-Occurrence Words Collection Method for Construction of Linked Open Data for COVID-19,Okayama University
Effective Data Sharing as a Conduit for Advancing Medical Product Development,FDA HHS
"Dynamic multiroot, multiquery processing based on data sharing in sensor networks",Army Research Office
WI - How does the size of a document affect linked open data user modeling strategies,"Departamento Administrativo de Ciencia, Tecnología e Innovación (COLCIENCIAS)"
Data sharing for clinical utility.,Howard Hughes Medical Institute
"Downscaling: Understanding the influence of open data initiatives in smaller and mid‐sized cities in British Columbia, Canada",Social Sciences and Humanities Research Council of Canada
Prevalence and geographical variation of dementia in New Zealand from 2012 to 2015: Brief report utilising routinely collected data within the Integrated Data Infrastructure.,Medical Research Council (MRC) UK| Medical Research Council (MRC) UK| Medical Research Council Supplementary Travel Grant| Alzheimer Scotland| Biotechnology and Biological Sciences Research Council| Biotechnology and Biological Sciences Research Council
DG.O - Open data to solve societal issues: workshop,European Commission (ROUTE-TO-PA Project)
CHI - Open Data in Scientific Settings: From Policy to Practice,Alfred P. Sloan Foundation
ISPA/BDCloud/SocialCom/SustainCom - Blockchain-based Access Control Mechanism of Federated Data Sharing System,National Natural Science Foundation of China
A proxy broadcast re-encryption for cloud data sharing,National Natural Science Foundation of China| National Natural Science Foundation of China (CN)| National Natural Science Foundation of China
CHI Extended Abstracts - The Living Net: A Haptic Experience of Personal Data,"Institute for Humanities Research, Arizona State University| Herberger Institute for Design and the Arts, Arizona State University"
The stock-flow model of spatial data infrastructure development refined by fuzzy logic,"Erasmus Mundus, Action 2"
Secure Data Sharing with Efficient Key Update for Industrial Cloud-based Access Control,Sirindhorn International Institute of Technology Thammasat University
Data Sharing for Multiple Groups with Privacy Preservation in the Cloud,National Natural Science Foundation of China| China Postdoctoral Science Foundation
Data infrastructure literacy,Deutsche Forschungsgemeinschaft| Nederlandse Organisatie voor Wetenschappelijk Onderzoek
Reconciling Remote Sensing Technologies with Personal Data and Privacy Protection in the European Union: Recent Developments in Greek Legislation and Application Perspectives in Environmental Law,European Social Fund
Blockchain-Assisted Collaborative Service Recommendation Scheme With Data Sharing,National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China
AsiaCCS - Efficient Multi-Function Data Sharing and Searching Mechanism for Cloud-Based Encrypted Data,COST Action| National Natural Science Foundation of China| Japan Society for the Promotion of Science| privacy-aware retrieval and modelling of genomic data Academy of Finland
South Pole Utilities and Data InfraStructure (SPUDIS) on the Moon,Jet Propulsion Laboratory| California Institute of Technology| National Aeronautics and Space Administration
WSDM - Generating Illustrative Snippets for Open Data on the Web,National Natural Science Foundation of China| Ministry of Science and Technology of the People's Republic of China
HonestChain: Consortium blockchain for protected data sharing in health information systems,National Science Foundation
Cross-Department Secures Data Sharing in Food Industry via Blockchain-Cloud Fusion Scheme,National Key R&D Program of China| National Key R&D Program of China| National Key R&D Program of China
Secure and Membership-Based Data Sharing Scheme in V2G Networks,National Natural Science Foundation of China| Open Research Project of The Hubei Key Laboratory of Intelligent Geo-Information Processing| Fund of Hubei Key Laboratory of Transportation Internet of Things
