title,year published,funders
Blockchain-Based Cyber-Physical Security for Electrical Vehicle Aided Smart Grid Ecosystem,2021,Tier 2 Canada Research Chair on the Next Generations of Wireless IoT Networks| Natural Sciences and Engineering Research Council of Canada
Progression-Free Survival as a Surrogate for Overall Survival in Clinical Trials of Targeted Therapy in Advanced Solid Tumors,2017,Ligue Nationale Contre le Cancer (FR)
Optimising the integration of technology-enabled solutions to enhance primary mental health care: a service mapping study.,2021,"Department of Health, Australian Government"
“Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis”,2016,Seed Funding Program of The Interacting Minds Center| “Clinical Voices”| Calleva Research Centre for Evolution and Human Sciences
Costs and cost-effectiveness of the Patient-centered HIV Care Model: A collaboration between community-based pharmacists and primary medical providers,2020,Intramural CDC HHS| NCHHSTP CDC HHS
rPIR: ramp secret sharing-based communication-efficient private information retrieval,2016,A*Star
Online Algorithm for Differentially Private Genome-wide Association Studies,2021,National Institute of Health| NSERC Discovery Grants| CPRIT Scholar in Cancer Research
An open-source database model and collections management system for fish scale and otolith archives,2020,Marine Institute
Community prevalence of chronic respiratory symptoms in rural Malawi: Implications for policy,2017,LHL International
Toward the Development of Data Governance Standards for Using Clinical Free-Text Data in Health Research: Position Paper,2020,Medical Research Council
A genotype imputation method for de-identified haplotype reference information by using recurrent neural network,2020,Japan Agency for Medical Research and Development
Association between dengue fever incidence and meteorological factors in Guangzhou  China  2005–2014,2016,Australian Government Department of Foreign Affairs and Trade
"""It's a life you're playing with"": A qualitative study on experiences of NHS maternity services among undocumented migrant women in England",2020,Department of Health
Neuroharmony: A new tool for harmonizing volumetric MRI data from unseen scanners,2020,Wellcome Trust| NIMH NIH HHS| NINDS NIH HHS| NCRR NIH HHS| NIGMS NIH HHS| NIBIB NIH HHS
Genetic Privacy and Data Protection: A Review of Chinese Direct-to-Consumer Genetic Test Services.,2020,Ministry of Science and Technology of the People’s Republic of China| Universidade de Macau
A Multicenter  International Collaborative Study for American Joint Committee on Cancer Staging of Retinoblastoma: Part II: Treatment Success and Globe Salvage.,2020,Paul Finger Fund| The Myrna and John Daniels Charitable Trust| The Eye Cancer Foundation| Helsinki University Hospital Research Fund
ISCA - Adaptive memory-side last-level GPU caching,2019,National Natural Science Foundation of China| Fonds Wetenschappelijk Onderzoek| European Research Council
A scoping study to explore the cost-effectiveness of next-generation sequencing compared with traditional genetic testing for the diagnosis of learning disabilities in children.,2015,Health Technology Assessment programme
Realist evaluation of UK medical education quality assurance.,2019,General Medical Council
Touchscreen Cognitive testing: Cross-Species Translation and Co-Clinical Trials in Neurodegenerative and Neuropsychiatric Disease.,2021,Canada First Research Excellence Fund| Mitacs| Canadian Institutes of Health Research
Antibiotics Profile  Prevalence of Extended-Spectrum Beta-Lactamase (ESBL)  and Multidrug-Resistant Enterobacteriaceae from Different Clinical Samples in Khartoum State  Sudan.,2020,Prince Sattam bin Abdulaziz University
Foresighting Australian digital agricultural futures: Applying responsible innovation thinking to anticipate research and development impact under different scenarios,2021,CSIRO
A coordinated PCP-Cardiologist Telemedicine Model (PCTM) in China's community hypertension care: study protocol for a randomized controlled trial,2017,Shanghai Hospital Development Center (ShenKang)
Analysis of exome data for 4293 trios suggests GPI-anchor biogenesis defects are a rare cause of developmental disorders,2017,Wellcome Trust| Department of Health
Blockchain for Privacy Preserving and Trustworthy Distributed Machine Learning in Multicentric Medical Imaging (C-DistriM),2020,"Technology Program of the Ministry of Economic Affairs| Dutch Technology Foundation STW (Grant n◦ P14-19 Radiomics STRaTegy), which is the applied science division of NWO, Aspasia NWO| ERC advanced Grant"
STICS crop model and Sentinel-2 images for monitoring rice growth and yield in the Camargue region,2021,CNES
Multicenter data banking in management of dizzy patients: first results from the DizzyNet registry project,2018,German Federal Ministry of Education and Research
Integrating trials into a whole-population cohort of children and parents: statement of intent (trials) for the Generation Victoria (GenV) cohort,2020,University of Melbourne| Victorian Government| Melbourne Children's| Royal Children's Hospital Foundation| National Health and Medical Research Council
Risk factors for proliferative diabetic retinopathy in a Latino American population.,2014,NEI NIH HHS
DANA: Dimension-Adaptive Neural Architecture for Multivariate Sensor Data,2021,EPSRC
Antimicrobial use in wean to market pigs in the United States assessed via voluntary sharing of proprietary data,2020,U.S. Food and Drug Administration
CIKM - An NVM SSD-Optimized Query Processing Framework,2020,Natural Science Foundation of Tianjin City| National Science Foundation of China
Medicaid expansion and mental health: A Minnesota case study.,2016,Hennepin Health System/Hennepin County Medical Center| Robert Wood Johnson Foundation
Nothing Else Matters! Trade-Offs Between Perceived Benefits and Barriers of AAL Technology Usage.,2019,Federal Ministry of Education and Research
A historical reconstruction of cropland in China from 1900 to 2016,2021,National Natural Science Foundation of China| Jiangsu Key Laboratory of Agricultural Meteorology Foundation| Nanjing University of Information Science and Technology
Contraceptive prevalence rate and associated factors among reproductive age women in four emerging regions of Ethiopia: a mixed method study.,2021,"Ministry of Health, Ethiopia"
Review of Workplace Based Aerosol Sampler Comparison Studies  2004-2020.,2021,SCIG
Positioning public health surveillance for observational studies and clinical trials: The St. Louis region-wide hospital-based violence intervention program data repository,2020,Missouri Foundation for Health| Emergency Medicine Foundation
Dietary Macronutrient Composition in Relation to Circulating HDL and Non-HDL Cholesterol: A Federated Individual-Level Analysis of Cross-Sectional Data from Adolescents and Adults in 8 European Studies.,2021,"LISA| IUF| 7th Framework Program: MeDALL| German Ministry of Education and Research| Helmholtz Centre for Environmental Research| Federal Ministry for Education, Science, Research and Technology| Research Foundation Flanders| Commission of the European Communities| China Scholarship Council| Helmholtz Centre Munich| Joint Programming Initiative A healthy diet for a healthy life| German Ministry of Food and Agriculture| Federal Office for Agriculture and Food| GINIplus| LMU Munich"
Big health data: the need to earn public trust.,2016,Department of Health| Medical Research Council
Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal,2020,NIGMS NIH HHS| Cancer Research UK| NHLBI NIH HHS
