title,year published,funders
Adaptation and validation of the ACMG/AMP variant classification framework for MYH7-associated inherited cardiomyopathies: recommendations by ClinGen’s Inherited Cardiomyopathy Expert Panel,2018,Medical Research Council| Department of Health| NHGRI NIH HHS| British Heart Foundation| Wellcome Trust
IDEAS - Web Data Management in the RDF Age: Keynote talk abstract,2016,Natural Sciences and Engineering Research Council of Canada
Privacy-Preserving Personal Health Record (P3HR): A Secure Android Application,2018,Natural Sciences and Engineering Research Council of Canada
Transposable elements contribute to dynamic genome content in maize.,2019,National Science Foundation| National Institute of Food and Agriculture
Prodromal Markers in Parkinson's Disease: Limitations in Longitudinal Studies and Lessons Learned,2016,Bundesministerium für Bildung und Forschung
Automatic Classification of Hypertension Types Based on Personal Features by Machine Learning Algorithms,2020,King Abdulaziz University
Incorporating water isoscapes in hydrological and water resource investigations,2015,National Science Foundation
Winter birth  urbanicity and immigrant status predict psychometric schizotypy dimensions in adolescents.,2017,University of Crete Research Account
The EARLY DETECTION RESEARCH NETWORK: A National Infrastructure to Support the Discovery  Development and Validation of Cancer Biomarkers,2020,US Government Employee
Exploring the applicability and limitations of selected optical scattering instruments for PM mass measurement,2018,New York State Energy Research and Development Authority
IGARSS - Sen4AgriNet: A Harmonized Multi-Country  Multi-Temporal Benchmark Dataset for Agricultural Earth Observation Machine Learning Applications,2021,European Union's Horizon 2020 research and innovation projects
Rietveld quantitative phase analyses of SRM 2686a: a standard Portland clinker,2019,FEDER| MINECO
High-throughput sequencing for diagnosing platelet disorders: lessons learned from exploring the causes of bleeding disorders.,2018,Research Council of the University of Leuven| Fonds Wetenschappelijk Onderzoek
Standards for data acquisition and software-based analysis of in vivo electroencephalography recordings from animals. A TASK1-WG5 report of the AES/ILAE Translational Task Force of the ILAE.,2017,NIEHS NIH HHS| NINDS NIH HHS
The Application of Deep Neural Network in Learning Behavior Prediction of MOOC Learners,2021,National Natural Science Foundation of China| Hefei University
Obtaining informed consent for genomics research in Africa: analysis of H3Africa consent documents,2015,NIMH NIH HHS| Wellcome Trust
Open Geodemographics: Classification of Small Areas  Ireland 2016,2020,Science Foundation Ireland
Improvement in Pediatric Cardiac Surgical Outcomes Through Interhospital Collaboration,2019,NHLBI NIH HHS| NCATS NIH HHS
The design of an m-Health monitoring system based on a cloud computing platform,2015,National Natural Science Foundation of China
Data Science for Genomic Data Management: Challenges  Resources  Experiences,2019,European Research Council
Enhancing studies of the connectome in autism using the autism brain imaging data exchange II,2017,NINDS NIH HHS| NIMH NIH HHS| NICHD NIH HHS| NIDCD NIH HHS
Clinical utility of genomic sequencing.,2019,NHGRI NIH HHS
Customer Privacy Concerns as a Barrier to Sharing Data about Energy Use in Smart Local Energy Systems: A Rapid Realist Review,2021,EnergyREV research consortium
An open-source framework for neuroscience metadata management applied to digital reconstructions of neuronal morphology.,2020,NIH HHS| NINDS NIH HHS
Views on Precision Medicine among Health Professionals in Korea: A Mixed Methods Study.,2020,Ministry of Health and Welfare
Youth Agricultural Entrepreneurship: Assessing the Impact of Agricultural Training Programmes on Performance,2021,International Fund for Agricultural Development
Scalable Model Selection for Spatial Additive Mixed Modeling: Application to Crime Analysis,2020,National Institute of Information and Communications Technology
Implementation Methods for Delivery Room Management: A Quality Improvement Comparison Study,2014,NICHD NIH HHS
Assessing data protection and governance in health information systems: a novel methodology of Privacy and Ethics Impact and Performance Assessment (PEIPA),2020,European Commission
ICPP - DQEMU: A Scalable Emulator with Retargetable DBT on Distributed Platforms,2020,"National Key Research and Development Program of China| National Natural Science Foundation of China| CERNET Innovation Project| Natural Science Foundation of Tianjin, China| faculty startup funding of the University of Georgia"
PEARC - Training-based Workforce Development in Advanced Computing for Research and Education (ACoRE),2017,National Science Foundation| Georgia State University
SIGMOD Conference - EquiTensors: Learning Fair Integrations of Heterogeneous Urban Data,2021,NSF
Application of three-dimensional acoustic telemetry to assess the effects of rapid recompression on reef fish discard mortality,2019,National Marine Fisheries Service Cooperative Research Program| National Marine Fisheries Service/Sea Grant Population and Ecosystem Dynamics Graduate Research Fellowship
The YOUth cohort study: MRI protocol and test-retest reliability in adults.,2020,Nederlandse Organisatie voor Wetenschappelijk Onderzoek
ClinEpiDB: an open-access clinical epidemiology database resource encouraging online exploration of complex studies,2019,National Institutes of Health| Bill and Melinda Gates Foundation
Dataflow representation of data analyses: Toward a platform for collaborative data science,2017,IBM Science for Social Good initiative
Untouchable Once Revoking: A Practical and Secure Dynamic EHR Sharing System via Cloud,2021,Young Talent Promotion Project of Fujian Science and Technology Association| National Natural Science Foundation of China| Science Foundation of Fujian Provincial Science and Technology Agency
BAD to the Bone: Big Active Data at its Core,2020,National Science Foundation
Probabilistic Solar Irradiation Forecasting Based on Variational Bayesian Inference With Secure Federated Learning,2021,National Key Research and Development Program of China Stem Cell and Translational Research| National Natural Science Foundation of China
Folic Acid Supplementation Use and the MTHFR C677T Polymorphism in Orofacial Clefts Etiology: An Individual Participant Data Pooled-Analysis,2013,NIDCR NIH HHS
A Process Evaluation of the Alaska Native Colorectal Cancer Family Outreach Program,2015,Intramural CDC HHS
Harmonising data systems for cash transfer programming in emergencies in Somalia,2020,Department for International Development
Evaluating China's fossil-fuel CO&lt;sub&gt;2&lt;/sub&gt; emissions from a comprehensive dataset of nine inventories,2020,Ministry of Science and Technology of the People's Republic of China
Perspective on mHealth Concepts to Ensure Users’ Empowerment–From Adverse Event Tracking for COVID-19 Vaccinations to Oncological Treatment,2021,Ministry of Social Affairs and Integration Baden-Württemberg as a part of the project feelBack| German Federal Ministry of Education and Research (BMBF) as a part of the Data Integration for Future Medicine (DIFUTURE) project| Ministry of Science and Art Baden-Württemberg [Zentrum für Innovative Versorgung (ZIV)]
Longitudinal spatial dataset on travel times and distances by different travel modes in Helsinki Region.,2020,Helsinki Metropolitan Region Urban Research Program.
Building and Calibrating a Country-Level Detailed Global Electricity Model Based on Public Data,2021,Science Foundation Ireland
A review of citation recommendation: from textual content to enriched context,2020,National Social Science Fund
BioHackathon series in 2013 and 2014: improvements of semantic interoperability in life science data and services,2019,National Bioscience Database Center
Applying BIM to support dispute avoidance in managing multi-owned buildings,2020,Australian Research Council
Blockchain Based Dynamic Spectrum Access of Non-Real-Time Data in Cyber-Physical-Social Systems,2020,Fundamental Research Funds for the Central Universities
malariaAtlas: an R interface to global malariometric data hosted by the Malaria Atlas Project,2018,Medical Research Council| Bill & Melinda Gates Foundation
Vibration Images-Driven Fault Diagnosis Based on CNN and Transfer Learning of Rolling Bearing under Strong Noise,2021,National Natural Science Foundation of China
TrustAccess: A Trustworthy Secure Ciphertext-Policy and Attribute Hiding Access Control Scheme Based on Blockchain,2020,Central University of Finance and Economics program for the Youth Talent Support Plan| Nature Key Research and Development Program of China| Beijing Social Science Foundation| National Natural Science Foundation of China| China Postdoctoral Science Foundation Funded Project| National Natural Science Foundation of Shaanxi Province| Science and Technology Development Center of Ministry of Education| Fundamental Research Funds for the Central Universities
